Id	Desc	WorldName	WorldType	Region	SelfIp	PublicIp	PublicIpV6	PublicDomain	PortForClient	ServerThreadCount	DBThreadCount	HttpThreadCount	DBIP	DBPort	HttpIP	HttpPort	HttpServerFakeTokenCheckPort	HttpServerPayPort	HttpServerRefundPort	HttpServerIDIPPort	HttpServerLaoHuVipPort	DeletRolePort	MySQLIP	MySQLPort	DataBaseName	DataBaseUser	DataBasePsw	MaxOnlinePlayingPlayer	MaxOnlineQueuingPlayer	MaxRegisterPlayer	MsdkChannel	AreaId	PlatId	Partition	CrossListenPort	OpenReg	PortForGMI	PortForGMClient	GMDataBasePsw	PortForLB
99	跨服程序自启	跨服程序自启	3	0	127.0.0.1	127.0.0.1			6041	32	32	4	127.0.0.1	6043	127.0.0.1	6044	6015	9100	9200	6063	9600	9700	10.68.14.100	3306	carddb_99	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	3348	1	9500	9300	xjlzxdbmm	-1
##测试服																																								
100	外网自启	100世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_100	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	1	3348	1	9500	9300	xjlzxdbmm	-1
101	外网自启	101世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	3441	32	32	4	127.0.0.1	3443	127.0.0.1	3444	3445	9101	9201	3452	9601	9701	127.0.0.1	3306	carddb_101	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	2	3448	1	9501	9300	xjlzxdbmm	-1
102	台湾测试服	102世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	3541	32	32	4	127.0.0.1	3543	127.0.0.1	3544	3545	9102	9202	3552	9602	9702	127.0.0.1	3306	carddb_102	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	3	3548	1	9502	9300	xjlzxdbmm	-1
103	大陆CB测试服	103世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	3641	32	32	4	127.0.0.1	3643	127.0.0.1	3644	3645	9103	9203	3652	9603	9703	127.0.0.1	3306	carddb_103	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	4	3648	1	9503	9300	xjlzxdbmm	-1
104	外网自启	104世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	3741	32	32	4	127.0.0.1	3743	127.0.0.1	3744	3745	9104	9204	3752	9604	9704	127.0.0.1	3306	carddb_104	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	5	3748	1	9504	9300	xjlzxdbmm	-1
105	外网自启	105世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	3841	32	32	4	127.0.0.1	3843	127.0.0.1	3844	3845	9105	9205	3852	9605	9705	127.0.0.1	3306	carddb_105	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	6	3848	1	9505	9300	xjlzxdbmm	-1
106	外网自启	106世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	3941	32	32	4	127.0.0.1	3943	127.0.0.1	3944	3945	9106	9206	3952	9606	9706	127.0.0.1	3306	carddb_106	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	7	3948	1	9506	9300	xjlzxdbmm	-1
107	外网自启	107世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	4041	32	32	4	127.0.0.1	4043	127.0.0.1	4044	4045	9107	9207	4052	9607	9707	127.0.0.1	3306	carddb_107	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	8	4048	1	9507	9300	xjlzxdbmm	-1
108	外网自启	108世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	4141	32	32	4	127.0.0.1	4143	127.0.0.1	4144	4145	9108	9208	4152	9608	9708	127.0.0.1	3306	carddb_108	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	9	4148	1	9508	9300	xjlzxdbmm	-1
109	外网自启	109世界	0	0	10.154.105.11	124.243.242.91		hm-login-test2.wmupd.com	4241	32	32	4	127.0.0.1	4243	127.0.0.1	4244	4245	9109	9209	4252	9609	9709	127.0.0.1	3306	carddb_109	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	4248	1	9509	9300	xjlzxdbmm	-1
200	外网自启	200世界	0	0	10.154.105.12	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_200	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	1	3348	1	9500	9300	xjlzxdbmm	-1
201	外网自启	201世界	0	0	10.154.105.12	127.0.0.1			3441	32	32	4	127.0.0.1	3443	127.0.0.1	3444	3445	9101	9201	3452	9601	9701	127.0.0.1	3306	carddb_201	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	2	3448	1	9501	9300	xjlzxdbmm	-1
202	外网自启	202世界	0	0	10.154.105.12	127.0.0.1			3541	32	32	4	127.0.0.1	3543	127.0.0.1	3544	3545	9102	9202	3552	9602	9702	127.0.0.1	3306	carddb_202	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	3	3548	1	9502	9300	xjlzxdbmm	-1
203	外网自启	203世界	0	0	10.154.105.12	127.0.0.1			3641	32	32	4	127.0.0.1	3643	127.0.0.1	3644	3645	9103	9203	3652	9603	9703	127.0.0.1	3306	carddb_203	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	4	3648	1	9503	9300	xjlzxdbmm	-1
204	外网自启	204世界	0	0	10.154.105.12	127.0.0.1			3741	32	32	4	127.0.0.1	3743	127.0.0.1	3744	3745	9104	9204	3752	9604	9704	127.0.0.1	3306	carddb_204	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	5	3748	1	9504	9300	xjlzxdbmm	-1
205	外网自启	205世界	0	0	10.154.105.12	127.0.0.1			3841	32	32	4	127.0.0.1	3843	127.0.0.1	3844	3845	9105	9205	3852	9605	9705	127.0.0.1	3306	carddb_205	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	6	3848	1	9505	9300	xjlzxdbmm	-1
206	外网自启	206世界	0	0	10.154.105.12	127.0.0.1			3941	32	32	4	127.0.0.1	3943	127.0.0.1	3944	3945	9106	9206	3952	9606	9706	127.0.0.1	3306	carddb_206	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	7	3948	1	9506	9300	xjlzxdbmm	-1
207	外网自启	207世界	0	0	10.154.105.12	127.0.0.1			4041	32	32	4	127.0.0.1	4043	127.0.0.1	4044	4045	9107	9207	4052	9607	9707	127.0.0.1	3306	carddb_207	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	8	4048	1	9507	9300	xjlzxdbmm	-1
208	外网自启	208世界	0	0	10.154.105.12	127.0.0.1			4141	32	32	4	127.0.0.1	4143	127.0.0.1	4144	4145	9108	9208	4152	9608	9708	127.0.0.1	3306	carddb_208	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	9	4148	1	9508	9300	xjlzxdbmm	-1
209	外网自启	209世界	0	0	10.154.105.12	127.0.0.1			4241	32	32	4	127.0.0.1	4243	127.0.0.1	4244	4245	9109	9209	4252	9609	9709	127.0.0.1	3306	carddb_209	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	4248	1	9509	9300	xjlzxdbmm	-1
300	外网自启	300世界	0	0	10.154.105.13	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_300	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	1	3348	1	9500	9300	xjlzxdbmm	-1
301	外网自启	301世界	0	0	10.154.105.13	127.0.0.1			3441	32	32	4	127.0.0.1	3443	127.0.0.1	3444	3445	9101	9201	3452	9601	9701	127.0.0.1	3306	carddb_301	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	2	3448	1	9501	9300	xjlzxdbmm	-1
302	外网自启	302世界	0	0	10.154.105.13	127.0.0.1			3541	32	32	4	127.0.0.1	3543	127.0.0.1	3544	3545	9102	9202	3552	9602	9702	127.0.0.1	3306	carddb_302	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	3	3548	1	9502	9300	xjlzxdbmm	-1
303	外网自启	303世界	0	0	10.154.105.13	127.0.0.1			3641	32	32	4	127.0.0.1	3643	127.0.0.1	3644	3645	9103	9203	3652	9603	9703	127.0.0.1	3306	carddb_303	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	4	3648	1	9503	9300	xjlzxdbmm	-1
304	外网自启	304世界	0	0	10.154.105.13	127.0.0.1			3741	32	32	4	127.0.0.1	3743	127.0.0.1	3744	3745	9104	9204	3752	9604	9704	127.0.0.1	3306	carddb_304	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	5	3748	1	9504	9300	xjlzxdbmm	-1
305	外网自启	305世界	0	0	10.154.105.13	127.0.0.1			3841	32	32	4	127.0.0.1	3843	127.0.0.1	3844	3845	9105	9205	3852	9605	9705	127.0.0.1	3306	carddb_305	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	6	3848	1	9505	9300	xjlzxdbmm	-1
306	外网自启	306世界	0	0	10.154.105.13	127.0.0.1			3941	32	32	4	127.0.0.1	3943	127.0.0.1	3944	3945	9106	9206	3952	9606	9706	127.0.0.1	3306	carddb_306	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	7	3948	1	9506	9300	xjlzxdbmm	-1
307	外网自启	307世界	0	0	10.154.105.13	127.0.0.1			4041	32	32	4	127.0.0.1	4043	127.0.0.1	4044	4045	9107	9207	4052	9607	9707	127.0.0.1	3306	carddb_307	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	8	4048	1	9507	9300	xjlzxdbmm	-1
308	外网自启	308世界	0	0	10.154.105.13	127.0.0.1			4141	32	32	4	127.0.0.1	4143	127.0.0.1	4144	4145	9108	9208	4152	9608	9708	127.0.0.1	3306	carddb_308	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	9	4148	1	9508	9300	xjlzxdbmm	-1
309	外网自启	309世界	0	0	10.154.105.13	127.0.0.1			4241	32	32	4	127.0.0.1	4243	127.0.0.1	4244	4245	9109	9209	4252	9609	9709	127.0.0.1	3306	carddb_309	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	4248	1	9509	9300	xjlzxdbmm	-1
500	外网自启	500世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_500	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	1	3348	1	9500	9300	xjlzxdbmm	-1
501	外网自启	501世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	3441	32	32	4	127.0.0.1	3443	127.0.0.1	3444	3445	9101	9201	3452	9601	9701	127.0.0.1	3306	carddb_501	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	2	3448	1	9501	9300	xjlzxdbmm	-1
502	外网自启	502世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	3541	32	32	4	127.0.0.1	3543	127.0.0.1	3544	3545	9102	9202	3552	9602	9702	127.0.0.1	3306	carddb_502	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	3	3548	1	9502	9300	xjlzxdbmm	-1
503	外网自启	503世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	3641	32	32	4	127.0.0.1	3643	127.0.0.1	3644	3645	9103	9203	3652	9603	9703	127.0.0.1	3306	carddb_503	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	4	3648	1	9503	9300	xjlzxdbmm	-1
504	外网自启	504世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	3741	32	32	4	127.0.0.1	3743	127.0.0.1	3744	3745	9104	9204	3752	9604	9704	127.0.0.1	3306	carddb_504	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	5	3748	1	9504	9300	xjlzxdbmm	-1
505	外网自启	505世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	3841	32	32	4	127.0.0.1	3843	127.0.0.1	3844	3845	9105	9205	3852	9605	9705	127.0.0.1	3306	carddb_505	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	6	3848	1	9505	9300	xjlzxdbmm	-1
506	外网自启	506世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	3941	32	32	4	127.0.0.1	3943	127.0.0.1	3944	3945	9106	9206	3952	9606	9706	127.0.0.1	3306	carddb_506	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	7	3948	1	9506	9300	xjlzxdbmm	-1
507	外网自启	507世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	4041	32	32	4	127.0.0.1	4043	127.0.0.1	4044	4045	9107	9207	4052	9607	9707	127.0.0.1	3306	carddb_507	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	8	4048	1	9507	9300	xjlzxdbmm	-1
508	外网自启	508世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	4141	32	32	4	127.0.0.1	4143	127.0.0.1	4144	4145	9108	9208	4152	9608	9708	127.0.0.1	3306	carddb_508	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	9	4148	1	9508	9300	xjlzxdbmm	-1
509	外网自启	509世界版署	0	0	10.154.105.14	127.0.0.1		hm-login-test1.wmupd.com	4241	32	32	4	127.0.0.1	4243	127.0.0.1	4244	4245	9109	9209	4252	9609	9709	127.0.0.1	3306	carddb_509	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	4248	1	9509	9300	xjlzxdbmm	-1
#登录服																																								
600	世界服登录服服务器	世界服登录服服务器	4	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_500	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	1	3348	1	9500	9300	xjlzxdbmm	-1
#CDKey服																																								
700	兑换码服务器	兑换码服务器	2	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9600	9700	127.0.0.1	3306	carddb_500	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	1	3348	1	9500	9300	xjlzxdbmm	-1
#GM服																																								
800	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			5141	32	32	4	127.0.0.1	5143	127.0.0.1	5144	5145	9100	9200	5142	9600	9700	127.0.0.1	3306	carddb_800	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	9	5148	1	9500	9300	xjlzxdbmm	-1
801	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			5241	32	32	4	127.0.0.1	5243	127.0.0.1	5244	5245	9101	9201	5242	9601	9701	127.0.0.1	3306	carddb_801	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	9	5248	1	9501	9300	xjlzxdbmm	-1
802	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			5341	32	32	4	127.0.0.1	5343	127.0.0.1	5344	5345	9102	9202	5342	9602	9702	127.0.0.1	3306	carddb_802	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5348	1	9502	9300	xjlzxdbmm	-1
803	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			5441	32	32	4	127.0.0.1	5443	127.0.0.1	5444	5445	9103	9203	5442	9603	9703	127.0.0.1	3306	carddb_803	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5448	1	9503	9300	xjlzxdbmm	-1
804	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			5541	32	32	4	127.0.0.1	5543	127.0.0.1	5544	5545	9104	9204	5542	9604	9704	127.0.0.1	3306	carddb_804	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	9	5548	1	9504	9300	xjlzxdbmm	-1
805	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			5641	32	32	4	127.0.0.1	5643	127.0.0.1	5644	5645	9105	9205	5642	9605	9705	127.0.0.1	3306	carddb_805	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	9	5648	1	9505	9300	xjlzxdbmm	-1
806	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			5741	32	32	4	127.0.0.1	5743	127.0.0.1	5744	5745	9106	9206	5742	9606	9706	127.0.0.1	3306	carddb_806	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5748	1	9506	9300	xjlzxdbmm	-1
807	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			5841	32	32	4	127.0.0.1	5843	127.0.0.1	5844	5845	9107	9207	5842	9607	9707	127.0.0.1	3306	carddb_807	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5848	1	9507	9300	xjlzxdbmm	-1
808	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			5941	32	32	4	127.0.0.1	5943	127.0.0.1	5944	5945	9108	9208	5942	9608	9708	127.0.0.1	3306	carddb_808	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5948	1	9508	9300	xjlzxdbmm	-1
809	GM自启-11物理机	GM自启-11物理机	1	0	127.0.0.1	127.0.0.1			6041	32	32	4	127.0.0.1	6043	127.0.0.1	6044	6045	9109	9209	6042	9609	9709	127.0.0.1	3306	carddb_809	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	6048	1	9509	9300	xjlzxdbmm	-1
#世界服																																								
900	外网自启跨服战斗1	900跨服战斗	3	900	127.0.0.1	127.0.0.1			5541	32	32	4	127.0.0.1	5543	127.0.0.1	5544	5545	9100	9200	5542	9600	9700	127.0.0.1	3306	carddb_900	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5548	1	9500	9300	xjlzxdbmm	-1
901	外网自启跨服战斗1	901跨服战斗	2	0	127.0.0.1	127.0.0.1			5641	32	32	4	127.0.0.1	5643	127.0.0.1	5644	5645	9101	9201	5642	9601	9701	127.0.0.1	3306	carddb_901	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5648	1	9501	9300	xjlzxdbmm	-1
902	外网自启跨服战斗2	902跨服战斗	2	0	127.0.0.1	127.0.0.1			5741	32	32	4	127.0.0.1	5743	127.0.0.1	5744	5745	9102	9202	5742	9602	9702	127.0.0.1	3306	carddb_902	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5748	1	9502	9300	xjlzxdbmm	-1
903	外网自启跨服战斗2	903跨服战斗	2	0	127.0.0.1	127.0.0.1			5841	32	32	4	127.0.0.1	5843	127.0.0.1	5844	5845	9103	9203	5842	9603	9703	127.0.0.1	3306	carddb_903	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5848	1	9503	9300	xjlzxdbmm	-1
904	外网自启跨服通用	904跨服通用	3	0	127.0.0.1	127.0.0.1			5941	32	32	4	127.0.0.1	5943	127.0.0.1	5944	5945	9104	9204	5942	9604	9704	127.0.0.1	3306	carddb_904	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	5948	1	9504	9300	xjlzxdbmm	-1
905	外网自启跨服通用	905跨服通用	3	0	127.0.0.1	127.0.0.1			6041	32	32	4	127.0.0.1	6043	127.0.0.1	6044	6045	9105	9205	6042	9605	9705	127.0.0.1	3306	carddb_905	root	xjlzxdbmm	20000	1000	100000	-1	1	-1	10	6048	1	9505	9300	xjlzxdbmm	-1
#1000到2000外网正式环境game1				0																																1				
1000	外网正式环境测试服-1000	测试1000	0	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9601	9701	127.0.0.1	3306	carddb_1000	root	heimaodb	20000	1000	100000	-1	1	-1	1000	3348	1	9500	9300	heimaodb	-1
1001	外网正式环境测试服-1001	测试1001	0	0	127.0.0.1	127.0.0.1			3441	32	32	4	127.0.0.1	3443	127.0.0.1	3444	3445	9101	9201	3452	9602	9702	127.0.0.1	3306	carddb_1001	root	heimaodb	20000	1000	100000	1	1	-1	1001	3448	1	9500	9300	heimaodb	-1
1002	外网正式环境测试服-1002	测试1002	0	0	127.0.0.1	127.0.0.1			3541	32	32	4	127.0.0.1	3543	127.0.0.1	3544	3545	9102	9202	3552	9603	9703	127.0.0.1	3306	carddb_1002	root	heimaodb	20000	1000	100000	-1	1	-1	1002	3548	1	9509	9300	heimaodb	-1
1003	外网正式环境测试服-1003	测试1003	0	0	127.0.0.1	127.0.0.1			3741	32	32	4	127.0.0.1	3743	127.0.0.1	3744	3745	9103	9203	3752	9604	9704	127.0.0.1	3306	carddb_1003	root	heimaodb	20000	1000	100000	2	2	-1	1003	3748	1	9503	9300	heimaodb	-1
1004	外网正式环境测试服-1004	测试1004	0	0	127.0.0.1	127.0.0.1			3841	32	32	4	127.0.0.1	3843	127.0.0.1	3844	3845	9104	9204	3852	9605	9705	127.0.0.1	3306	carddb_1004	root	heimaodb	20000	1000	100000	2	2	-1	1004	3848	1	9504	9300	heimaodb	-1
1005	外网正式环境测试服-1005	测试1005	0	0	127.0.0.1	127.0.0.1			3941	32	32	4	127.0.0.1	3943	127.0.0.1	3944	3945	9105	9205	3952	9606	9706	127.0.0.1	3306	carddb_1005	root	heimaodb	20000	1000	100000	2	2	-1	1005	3948	1	9505	9300	heimaodb	-1
1006	外网正式环境测试服-1006	测试1006	0	0	127.0.0.1	127.0.0.1			4041	32	32	4	127.0.0.1	4043	127.0.0.1	4044	4045	9106	9206	4052	9607	9707	127.0.0.1	3306	carddb_1006	root	heimaodb	20000	1000	100000	2	2	-1	1006	4048	1	9506	9300	heimaodb	-1
1007	外网正式环境测试服-1007	测试1007	0	0	127.0.0.1	127.0.0.1			4141	32	32	4	127.0.0.1	4143	127.0.0.1	4144	4145	9107	9207	4152	9608	9708	127.0.0.1	3306	carddb_1007	root	heimaodb	20000	1000	100000	2	2	-1	1007	4148	1	9507	9300	heimaodb	-1
1008	外网正式环境测试服-1008	测试1008	0	0	127.0.0.1	127.0.0.1			4241	32	32	4	127.0.0.1	4243	127.0.0.1	4244	4245	9108	9208	4252	9609	9709	127.0.0.1	3306	carddb_1008	root	heimaodb	20000	1000	100000	2	2	-1	1008	4248	1	9508	9300	heimaodb	-1
1009	外网正式环境测试服-1009	测试1009	0	0	127.0.0.1	127.0.0.1			4341	32	32	4	127.0.0.1	4343	127.0.0.1	4344	4345	9109	9209	4352	9610	9710	127.0.0.1	3306	carddb_1009	root	heimaodb	20000	1000	100000	2	2	-1	1009	4348	1	9509	9300	heimaodb	-1
#2001到3000  外网正式环境game2				0																																1				
2000	外网正式环境测试服-2000	测试2000	0	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9601	9701	127.0.0.1	3306	carddb_2000	root	heimaodb	20000	1000	100000	-1	1	-1	2000	3348	1	9500	9300	heimaodb	-1
2001	外网正式环境测试服-2001	测试2001	0	0	127.0.0.1	127.0.0.1			3441	32	32	4	127.0.0.1	3443	127.0.0.1	3444	3445	9101	9201	3452	9602	9702	127.0.0.1	3306	carddb_2001	root	heimaodb	20000	1000	100000	2	2	-1	2001	3448	1	9501	9300	heimaodb	-1
2002	外网正式环境测试服-2002	测试2002-跨服	0	9000	10.133.43.2	39.107.1.35			3541	32	32	4	127.0.0.1	3543	127.0.0.1	3544	3545	9102	9202	3552	9603	9703	127.0.0.1	3306	carddb_2002	root	heimaodb	20000	1000	100000	2	2	-1	2002	3548	1	9502	9300	heimaodb	-1
2003	外网正式环境测试服-2003	测试2003-跨服	0	9000	10.133.43.2	39.107.1.35			3641	32	32	4	127.0.0.1	3643	127.0.0.1	3644	3645	9103	9203	3652	9604	9704	127.0.0.1	3306	carddb_2003	root	heimaodb	20000	1000	100000	2	2	-1	2003	3648	1	9503	9300	heimaodb	-1
2004	外网正式环境测试服-2004	测试2004	0	0	127.0.0.1	127.0.0.1			3741	32	32	4	127.0.0.1	3743	127.0.0.1	3744	3745	9104	9204	3752	9605	9705	127.0.0.1	3306	carddb_2004	root	heimaodb	20000	1000	100000	2	2	-1	2004	3748	1	9504	9300	heimaodb	-1
2005	外网正式环境测试服-2005	测试2005	0	0	127.0.0.1	127.0.0.1			3841	32	32	4	127.0.0.1	3843	127.0.0.1	3844	3845	9105	9205	3852	9606	9706	127.0.0.1	3306	carddb_2005	root	heimaodb	20000	1000	100000	2	2	-1	2005	3848	1	9505	9300	heimaodb	-1
2006	外网正式环境测试服-2006	测试2006	0	0	127.0.0.1	127.0.0.1			3941	32	32	4	127.0.0.1	3943	127.0.0.1	3944	3945	9106	9206	3952	9607	9707	127.0.0.1	3306	carddb_2006	root	heimaodb	20000	1000	100000	2	2	-1	2006	3948	1	9506	9300	heimaodb	-1
2007	外网正式环境测试服-2007	测试2007	0	0	127.0.0.1	127.0.0.1			4041	32	32	4	127.0.0.1	4043	127.0.0.1	4044	4045	9107	9207	4052	9608	9708	127.0.0.1	3306	carddb_2007	root	heimaodb	20000	1000	100000	2	2	-1	2007	4048	1	9507	9300	heimaodb	-1
2008	外网正式环境测试服-2008	测试2008	0	0	127.0.0.1	127.0.0.1			4141	32	32	4	127.0.0.1	4143	127.0.0.1	4144	4145	9108	9208	4152	9609	9709	127.0.0.1	3306	carddb_2008	root	heimaodb	20000	1000	100000	2	2	-1	2008	4148	1	9508	9300	heimaodb	-1
2009	外网正式环境测试服-2009	测试2009	0	0	127.0.0.1	127.0.0.1			4241	32	32	4	127.0.0.1	4243	127.0.0.1	4244	4245	9109	9209	4252	9610	9710	127.0.0.1	3306	carddb_2009	root	heimaodb	20000	1000	100000	2	2	-1	2009	4248	1	9509	9300	heimaodb	-1
#3001到4000 外网正式环境game3				0																																				
3000	外网正式环境测试服-3000	测试3000	0	0	127.0.0.1	127.0.0.1			3341	32	32	4	127.0.0.1	3343	127.0.0.1	3344	3345	9100	9200	3352	9601	9701	127.0.0.1	3306	carddb_3000	root	heimaodb	20000	1000	100000	-1	1	-1	3000	3348	1	9500	9300	heimaodb	-1
3001	外网正式环境测试服-3001	测试3001	0	0	127.0.0.1	127.0.0.1			3441	32	32	4	127.0.0.1	3443	127.0.0.1	3444	3445	9101	9201	3452	9602	9702	127.0.0.1	3306	carddb_3001	root	heimaodb	20000	1000	100000	2	2	-1	3001	3448	1	9501	9300	heimaodb	-1
3002	外网正式环境测试服-3002	测试3002	0	0	127.0.0.1	127.0.0.1			3541	32	32	4	127.0.0.1	3543	127.0.0.1	3544	3545	9102	9202	3552	9603	9703	127.0.0.1	3306	carddb_3002	root	heimaodb	20000	1000	100000	2	2	-1	3002	3548	1	9502	9300	heimaodb	-1
3003	外网正式环境测试服-3003	测试3003	0	0	127.0.0.1	127.0.0.1			3641	32	32	4	127.0.0.1	3643	127.0.0.1	3644	3645	9103	9203	3652	9604	9704	127.0.0.1	3306	carddb_3003	root	heimaodb	20000	1000	100000	2	2	-1	3003	3648	1	9503	9300	heimaodb	-1
3004	外网正式环境测试服-3004	测试3004	0	0	127.0.0.1	127.0.0.1			3741	32	32	4	127.0.0.1	3743	127.0.0.1	3744	3745	9104	9204	3752	9605	9705	127.0.0.1	3306	carddb_3004	root	heimaodb	20000	1000	100000	2	2	-1	3004	3748	1	9504	9300	heimaodb	-1
3005	外网正式环境测试服-3005	测试3005	0	0	127.0.0.1	127.0.0.1			3841	32	32	4	127.0.0.1	3843	127.0.0.1	3844	3845	9105	9205	3852	9606	9706	127.0.0.1	3306	carddb_3005	root	heimaodb	20000	1000	100000	2	2	-1	3005	3848	1	9505	9300	heimaodb	-1
